id,target,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
66337,0,Female,Loyal Customer,39,Business travel,Business,607,1,2,2,2,1,2,2,1,1,1,1,3,1,2,11,9.0
66384,0,Female,Loyal Customer,39,Business travel,Eco Plus,1325,1,2,2,2,1,1,1,1,3,3,2,3,2,1,67,63.0
66427,0,Male,Loyal Customer,74,Business travel,Business,3358,1,5,5,5,4,1,2,1,1,1,1,3,1,1,19,48.0
66432,0,Female,Loyal Customer,28,Business travel,Business,2226,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0.0
66457,0,Female,Loyal Customer,28,Business travel,Eco,1691,1,2,2,2,1,1,1,1,3,4,1,2,1,1,28,20.0
66471,0,Female,Loyal Customer,43,Business travel,Business,2309,1,5,5,5,2,3,3,1,1,1,1,1,1,2,0,16.0
66473,0,Male,Loyal Customer,25,Business travel,Eco,2390,1,3,3,3,1,1,1,2,1,2,3,1,4,1,203,206.0
66535,0,Male,Loyal Customer,66,Business travel,Eco Plus,1868,1,4,2,4,1,1,1,1,4,5,3,4,4,1,46,38.0
66544,0,Male,Loyal Customer,65,Business travel,Eco,1436,1,4,4,4,1,1,1,1,1,4,3,4,3,1,2,5.0
66547,0,Male,Loyal Customer,22,Business travel,Business,3469,1,2,3,2,1,1,1,1,4,4,3,4,4,1,0,0.0
66656,0,Male,Loyal Customer,58,Business travel,Eco,1266,1,2,2,2,1,1,1,1,2,5,4,3,4,1,12,4.0
66705,0,Female,Loyal Customer,45,Business travel,Business,1501,1,3,3,3,4,3,3,1,1,1,1,2,1,3,0,0.0
66731,0,Male,Loyal Customer,31,Business travel,Business,2865,1,5,5,5,1,1,1,1,3,4,4,1,4,1,6,8.0
66746,0,Female,Loyal Customer,26,Business travel,Business,5227,1,3,3,3,1,1,1,3,1,4,4,1,4,1,140,108.0
66780,0,Female,Loyal Customer,48,Business travel,Business,2796,1,5,5,5,1,4,4,1,1,1,1,2,1,4,77,68.0
66788,0,Male,Loyal Customer,26,Business travel,Business,2710,1,4,3,4,1,1,1,1,4,1,3,4,4,1,0,2.0
66793,0,Female,Loyal Customer,55,Business travel,Eco,697,1,3,3,3,1,3,3,1,1,1,1,3,1,4,0,0.0
67030,0,Male,Loyal Customer,33,Business travel,Business,2201,1,4,4,4,1,1,1,1,3,1,4,3,4,1,0,0.0
67071,0,Male,Loyal Customer,47,Business travel,Eco,1935,1,5,5,5,1,1,1,1,2,1,2,3,2,1,7,4.0
67095,0,Male,Loyal Customer,35,Business travel,Business,2540,1,4,4,4,1,4,3,1,1,1,1,4,1,2,0,1.0
67170,0,Female,Loyal Customer,30,Business travel,Business,4154,1,5,5,5,1,1,1,1,2,5,4,2,4,1,0,6.0
67234,0,Male,Loyal Customer,60,Business travel,Business,639,1,3,3,3,4,4,4,1,1,1,1,2,1,3,0,0.0
67304,0,Male,Loyal Customer,42,Business travel,Eco Plus,3063,1,2,2,2,1,1,1,1,3,2,4,2,3,1,12,6.0
67441,0,Male,Loyal Customer,35,Business travel,Business,1822,1,3,2,3,5,3,4,1,1,1,1,2,1,1,0,0.0
67446,0,Male,Loyal Customer,56,Business travel,Business,2358,1,5,5,5,1,1,1,3,2,3,4,1,4,1,204,218.0
67560,0,Male,Loyal Customer,37,Business travel,Eco Plus,1744,1,5,5,5,1,1,1,1,3,5,4,1,3,1,0,0.0
67571,0,Female,Loyal Customer,44,Business travel,Business,2926,1,5,5,5,5,3,2,1,1,1,1,1,1,2,31,30.0
67743,0,Male,Loyal Customer,46,Business travel,Business,2047,1,4,4,4,2,4,4,1,1,1,1,2,1,4,0,0.0
67768,0,Male,Loyal Customer,59,Business travel,Business,318,1,2,2,2,1,3,3,1,1,1,1,4,1,1,0,0.0
67772,0,Male,Loyal Customer,22,Business travel,Business,5312,1,3,3,3,1,1,1,1,3,4,3,1,4,1,0,0.0
67778,0,Female,Loyal Customer,48,Business travel,Business,2995,1,3,3,3,1,2,3,1,1,1,1,2,1,3,0,0.0
67859,0,Female,Loyal Customer,26,Business travel,Eco,2102,1,5,5,5,1,1,1,1,2,3,3,4,3,1,17,11.0
67866,0,Female,Loyal Customer,25,Business travel,Eco,1473,1,2,2,2,1,1,1,1,3,4,4,1,3,1,51,77.0
67898,0,Male,Loyal Customer,55,Business travel,Business,1621,1,1,1,1,4,4,4,1,1,1,1,4,1,3,6,0.0
67926,0,Female,Loyal Customer,73,Business travel,Eco Plus,458,1,4,4,4,2,3,3,1,1,1,1,4,1,4,0,0.0
67955,0,Female,Loyal Customer,8,Business travel,Business,3950,1,2,3,2,1,1,1,4,4,4,4,1,2,1,0,12.0
68002,0,Male,Loyal Customer,26,Business travel,Business,4003,1,3,3,3,1,1,1,1,2,4,3,4,3,1,0,0.0
68007,0,Male,Loyal Customer,18,Business travel,Business,2732,1,1,1,1,1,1,1,1,3,5,4,1,3,1,0,0.0
68081,0,Female,Loyal Customer,58,Business travel,Eco,674,1,3,3,3,5,4,4,1,1,1,1,4,1,4,0,0.0
68135,0,Female,Loyal Customer,55,Business travel,Eco,97,1,4,4,4,2,3,4,1,1,1,1,2,1,2,14,9.0
68256,0,Male,Loyal Customer,51,Business travel,Eco Plus,2210,1,2,2,2,1,1,1,1,3,3,3,1,3,1,0,0.0
68273,0,Female,Loyal Customer,17,Business travel,Business,2823,1,3,3,3,1,1,1,4,2,4,4,1,2,1,136,155.0
68295,0,Male,Loyal Customer,27,Business travel,Business,2203,1,3,3,3,1,1,1,1,3,3,4,2,4,1,55,38.0
68299,0,Female,Loyal Customer,26,Business travel,Business,1937,1,3,4,4,1,1,1,1,3,2,4,3,4,1,0,0.0
68326,0,Female,Loyal Customer,44,Business travel,Business,904,1,2,5,2,5,3,3,1,1,1,1,4,1,3,0,0.0
68335,0,Female,Loyal Customer,25,Business travel,Business,3152,1,2,2,2,1,1,1,1,2,4,4,4,3,1,17,2.0
68345,0,Female,Loyal Customer,48,Business travel,Eco,1061,1,2,4,2,2,4,4,1,1,1,1,4,1,2,0,0.0
68385,0,Male,Loyal Customer,47,Business travel,Eco Plus,2062,1,1,1,1,1,1,1,1,2,1,4,1,4,1,18,4.0
68455,0,Female,Loyal Customer,45,Business travel,Eco,931,1,5,5,5,5,4,4,1,1,1,1,2,1,3,11,0.0
68463,0,Female,Loyal Customer,45,Business travel,Eco,288,1,5,5,5,5,4,3,1,1,1,1,1,1,2,0,0.0
68481,0,Male,Loyal Customer,43,Business travel,Business,3225,1,1,1,1,5,4,3,1,1,1,1,3,1,1,102,100.0
68563,0,Female,Loyal Customer,42,Business travel,Eco,1271,1,1,1,1,3,4,4,1,1,1,1,2,1,3,5,2.0
68588,0,Female,Loyal Customer,24,Business travel,Business,1774,1,3,2,2,1,1,1,1,1,2,4,3,4,1,49,106.0
68769,0,Female,Loyal Customer,47,Business travel,Business,3282,1,5,5,5,2,4,4,1,1,1,1,2,1,4,23,17.0
68834,0,Male,Loyal Customer,36,Business travel,Eco Plus,942,1,4,4,4,1,1,1,1,3,2,3,3,4,1,38,27.0
68860,0,Male,Loyal Customer,29,Business travel,Business,3441,1,2,2,2,1,1,1,1,3,3,4,4,3,1,0,0.0
68867,0,Female,Loyal Customer,61,Business travel,Business,356,1,5,5,5,5,3,4,1,1,1,1,3,1,2,0,0.0
68876,0,Male,Loyal Customer,61,Business travel,Business,355,1,4,4,4,3,4,4,1,1,1,1,2,1,2,0,0.0
68910,0,Female,Loyal Customer,32,Business travel,Eco,1532,1,3,3,3,1,1,1,1,3,3,3,3,4,1,10,14.0
68913,0,Male,Loyal Customer,57,Business travel,Business,359,1,1,1,1,1,3,3,1,1,1,1,1,1,3,79,75.0
68941,0,Female,Loyal Customer,18,Business travel,Business,1329,1,5,5,5,1,1,1,1,4,5,3,1,4,1,0,42.0
68943,0,Male,Loyal Customer,44,Business travel,Business,3721,1,5,5,5,4,3,4,1,1,1,1,4,1,4,67,50.0
69027,0,Female,Loyal Customer,60,Business travel,Business,2063,1,5,4,5,5,4,4,1,1,1,1,2,1,1,4,7.0
69092,0,Male,Loyal Customer,59,Business travel,Business,208,2,2,2,2,3,2,3,1,1,1,2,1,1,1,85,76.0
69133,0,Female,Loyal Customer,32,Business travel,Business,1229,2,4,4,4,1,1,2,1,1,1,4,4,4,1,0,0.0
69136,0,Male,Loyal Customer,58,Business travel,Business,71,2,2,2,2,2,4,4,1,1,1,2,3,1,2,0,0.0
69153,0,Female,Loyal Customer,17,Business travel,Eco Plus,1779,1,3,3,3,1,1,2,1,1,1,3,3,3,1,30,33.0
69187,0,Male,Loyal Customer,33,Business travel,Business,3237,2,1,1,1,1,1,2,1,2,3,3,2,4,1,0,0.0
69216,0,Male,Loyal Customer,71,Business travel,Eco,1723,1,5,5,5,2,1,2,2,4,5,1,2,1,2,0,5.0
69227,0,Female,Loyal Customer,43,Business travel,Business,3912,2,1,1,1,1,2,3,2,2,1,2,4,2,4,70,66.0
69252,0,Female,Loyal Customer,77,Business travel,Eco Plus,82,1,5,5,5,2,3,3,2,2,1,2,4,2,1,57,52.0
69282,0,Male,Loyal Customer,53,Business travel,Eco Plus,1413,1,4,4,4,2,1,2,2,3,2,3,1,4,2,7,7.0
69293,0,Male,Loyal Customer,40,Business travel,Business,2082,2,3,3,3,3,3,4,2,2,1,2,3,2,2,0,18.0
69318,0,Female,Loyal Customer,40,Business travel,Eco,2350,2,4,3,4,2,1,2,2,3,4,4,3,3,2,7,0.0
69349,0,Female,Loyal Customer,58,Business travel,Business,3840,2,2,2,2,5,4,4,2,2,1,2,3,2,1,0,5.0
69358,0,Female,Loyal Customer,69,Business travel,Eco,70,1,3,3,3,1,4,4,2,2,1,2,2,2,3,0,0.0
69411,0,Male,Loyal Customer,28,Business travel,Business,3497,2,1,1,1,2,1,2,2,4,4,4,4,4,2,9,12.0
69438,0,Male,Loyal Customer,31,Business travel,Eco,3906,2,3,5,3,1,2,2,3,1,4,3,2,4,2,0,12.0
69446,0,Female,Loyal Customer,51,Business travel,Business,2736,2,1,1,1,1,4,3,2,2,1,2,2,2,1,18,13.0
69514,0,Male,Loyal Customer,52,Business travel,Business,229,3,3,3,3,5,4,3,1,1,1,3,2,1,2,1,5.0
69542,0,Female,Loyal Customer,39,Business travel,Business,2909,3,2,2,2,2,3,3,1,1,1,3,3,1,1,0,0.0
69596,0,Male,Loyal Customer,57,Business travel,Business,89,4,2,2,2,2,3,4,1,1,1,4,1,1,1,0,0.0
69648,0,Male,Loyal Customer,24,Business travel,Eco,2628,1,4,1,4,1,1,5,1,2,1,4,1,4,1,0,0.0
69696,1,Female,Loyal Customer,63,Business travel,Eco Plus,324,2,5,5,5,4,5,5,1,1,2,1,4,1,3,7,8.0
69792,0,Female,Loyal Customer,29,Business travel,Business,2645,1,1,1,1,1,2,1,1,2,1,3,1,3,1,13,0.0
69883,0,Female,Loyal Customer,28,Business travel,Business,1538,1,1,1,1,1,2,1,1,4,4,3,3,4,1,0,0.0
69976,0,Male,Loyal Customer,61,Business travel,Eco,1680,2,2,1,2,1,2,1,1,2,4,4,3,3,1,0,15.0
69996,0,Female,Loyal Customer,55,Business travel,Eco,214,2,2,3,2,5,4,4,1,1,2,1,3,1,1,1,20.0
70092,0,Male,Loyal Customer,39,Business travel,Eco,1773,1,5,5,5,1,2,1,1,2,4,4,3,4,1,0,0.0
70117,0,Female,Loyal Customer,42,Business travel,Business,3315,1,2,2,2,5,3,3,1,1,2,1,2,1,3,0,8.0
70130,0,Male,Loyal Customer,27,Business travel,Eco Plus,2540,1,4,4,4,1,2,1,1,2,3,3,2,3,1,0,60.0
70182,0,Female,Loyal Customer,31,Business travel,Business,2506,1,2,2,2,2,2,1,2,2,4,3,2,2,2,15,19.0
70187,0,Female,Loyal Customer,61,Business travel,Business,3123,1,1,1,1,4,2,3,2,2,2,1,4,2,3,3,6.0
70305,0,Female,Loyal Customer,23,Business travel,Eco Plus,1982,2,5,5,5,2,2,1,2,2,1,4,1,4,2,0,0.0
70324,0,Female,Loyal Customer,38,Business travel,Business,121,1,3,3,3,3,4,4,2,2,2,1,1,2,3,0,16.0
70353,0,Male,Loyal Customer,23,Business travel,Eco Plus,2464,3,5,4,4,3,2,1,3,1,3,4,2,3,3,0,24.0
70386,1,Male,Loyal Customer,59,Business travel,Business,2462,1,1,1,1,2,5,4,2,2,2,2,5,2,5,0,4.0
70448,0,Male,Loyal Customer,58,Business travel,Eco,3218,2,3,3,3,2,2,2,3,5,2,2,2,1,2,0,21.0
70456,1,Female,Loyal Customer,59,Business travel,Business,1518,5,5,2,5,5,4,4,2,2,2,2,3,2,3,0,0.0
70457,1,Female,Loyal Customer,67,Business travel,Business,1523,3,3,3,3,5,5,4,2,2,2,2,3,2,4,21,25.0
70510,1,Female,Loyal Customer,49,Business travel,Business,1108,4,4,4,4,2,4,4,2,2,2,2,4,2,4,102,101.0
70511,1,Male,Loyal Customer,54,Business travel,Business,1103,3,3,3,3,5,4,4,2,2,2,2,4,2,5,3,6.0
70542,1,Male,Loyal Customer,24,Business travel,Business,2824,5,5,5,5,2,2,2,2,5,2,4,3,5,2,6,0.0
70591,1,Male,Loyal Customer,57,Business travel,Business,888,1,1,1,1,2,4,2,2,2,2,2,4,2,5,0,0.0
70628,0,Male,Loyal Customer,58,Business travel,Business,825,2,5,5,5,3,1,1,2,2,2,2,4,2,1,2,10.0
70646,0,Female,Loyal Customer,45,Business travel,Business,777,2,2,2,2,2,2,1,2,2,2,2,3,2,4,23,94.0
70673,1,Female,Loyal Customer,57,Business travel,Business,733,5,5,5,5,2,4,5,2,2,2,2,5,2,5,32,11.0
70675,1,Female,Loyal Customer,49,Business travel,Business,2963,3,3,3,3,3,4,5,2,2,2,2,4,2,1,0,1.0
70816,0,Male,Loyal Customer,39,Business travel,Eco,2093,2,3,3,3,2,2,2,2,3,4,1,4,2,2,31,27.0
70833,1,Male,Loyal Customer,57,Business travel,Business,3766,5,5,5,5,4,4,5,2,2,2,2,3,2,5,15,4.0
70862,1,Male,Loyal Customer,48,Business travel,Business,3697,3,3,3,3,2,4,4,2,2,2,2,4,2,5,0,0.0
70866,1,Male,Loyal Customer,58,Business travel,Business,3071,4,4,4,4,4,5,5,2,2,2,2,4,2,3,64,62.0
70899,0,Female,Loyal Customer,34,Business travel,Eco Plus,1242,2,2,4,4,2,2,2,2,3,4,2,2,2,2,2,0.0
70900,0,Male,Loyal Customer,61,Business travel,Business,386,2,3,2,3,5,2,2,2,2,2,2,2,2,1,0,0.0
70942,0,Male,Loyal Customer,68,Business travel,Eco,1680,2,5,5,5,2,2,2,2,2,1,2,4,3,2,0,0.0
70996,1,Female,Loyal Customer,45,Business travel,Business,2308,3,3,3,3,2,2,2,5,5,5,5,2,3,2,0,4.0
71003,0,Female,Loyal Customer,61,Business travel,Eco Plus,353,2,3,3,3,3,2,2,2,2,2,2,3,2,2,10,12.0
71044,1,Male,Loyal Customer,45,Business travel,Business,1886,1,1,1,1,4,3,4,2,2,2,2,3,2,4,0,0.0
71094,0,Male,Loyal Customer,57,Business travel,Eco,1290,2,2,2,2,2,2,2,2,3,1,2,1,2,2,6,14.0
71103,0,Female,Loyal Customer,51,Business travel,Business,1524,2,5,5,5,3,2,3,2,2,2,2,3,2,4,0,0.0
71110,1,Male,Loyal Customer,29,Business travel,Business,2507,3,3,3,3,2,2,2,2,3,3,5,4,4,2,0,0.0
71128,0,Female,Loyal Customer,22,Business travel,Business,3343,2,5,5,5,2,2,2,2,3,3,2,2,2,2,203,179.0
71173,0,Female,Loyal Customer,35,Business travel,Business,2674,2,3,1,3,5,2,3,2,2,2,2,2,2,4,45,35.0
71180,1,Male,Loyal Customer,55,Business travel,Eco,1703,2,4,5,5,2,2,2,2,2,3,2,4,1,2,0,0.0
71184,0,Male,Loyal Customer,54,Business travel,Eco,2249,2,3,3,3,2,2,2,2,2,3,2,3,3,2,46,42.0
71208,0,Female,Loyal Customer,53,Business travel,Eco Plus,1045,2,2,2,2,5,1,2,2,2,2,2,4,2,3,24,7.0
71231,1,Female,Loyal Customer,16,Business travel,Business,3506,1,1,1,1,2,2,2,2,3,4,5,4,5,2,3,0.0
71242,0,Female,Loyal Customer,53,Business travel,Business,1040,2,4,4,4,4,2,2,2,2,2,2,3,2,2,0,9.0
71284,0,Female,Loyal Customer,29,Business travel,Business,2661,2,2,5,2,2,2,2,2,4,2,3,2,2,2,139,131.0
71299,1,Male,Loyal Customer,44,Business travel,Business,1815,4,4,1,4,4,4,5,2,2,2,2,5,2,5,0,0.0
71561,1,Female,Loyal Customer,45,Business travel,Business,2195,3,3,3,3,2,2,4,2,2,2,2,1,2,1,120,110.0
71667,1,Female,Loyal Customer,41,Business travel,Eco Plus,836,2,4,4,4,4,2,1,2,2,2,2,1,2,4,0,0.0
71713,0,Female,Loyal Customer,40,Business travel,Eco,1766,2,5,2,5,2,2,2,2,2,2,1,2,2,2,3,10.0
71726,1,Male,Loyal Customer,58,Business travel,Business,507,4,4,4,4,3,5,4,2,2,2,2,5,2,5,0,0.0
71775,1,Female,Loyal Customer,28,Business travel,Business,3690,5,5,5,5,2,2,2,2,4,5,4,5,5,2,6,10.0
71817,0,Male,Loyal Customer,39,Business travel,Business,452,2,5,2,5,4,2,2,2,2,2,2,3,2,4,23,17.0
71828,0,Female,Loyal Customer,37,Business travel,Eco,2327,2,5,1,5,2,2,2,2,2,1,1,1,2,2,53,43.0
71839,0,Male,Loyal Customer,66,Business travel,Business,1919,2,1,1,1,3,2,2,2,2,2,2,3,2,1,13,9.0
71876,0,Female,Loyal Customer,35,Business travel,Eco Plus,2539,2,4,5,4,2,2,2,2,1,4,2,4,1,2,0,0.0
71915,0,Male,Loyal Customer,47,Business travel,Business,2898,2,5,5,5,3,1,2,2,2,2,2,4,2,4,0,0.0
71940,0,Male,Loyal Customer,38,Business travel,Business,3390,2,1,1,1,4,2,3,2,2,2,2,2,2,2,5,12.0
72038,0,Female,Loyal Customer,72,Business travel,Eco Plus,1056,2,3,3,3,2,3,2,2,2,2,2,1,2,3,62,62.0
72079,1,Male,Loyal Customer,51,Business travel,Business,2556,1,1,1,1,2,2,2,4,2,4,4,2,3,2,0,3.0
72086,0,Female,Loyal Customer,67,Business travel,Eco Plus,275,2,4,4,4,5,3,3,2,2,2,2,3,2,1,1,17.0
72107,0,Female,Loyal Customer,50,Business travel,Business,2492,2,2,2,2,2,2,2,2,2,3,4,2,4,2,41,35.0
72145,0,Female,Loyal Customer,15,Business travel,Business,3370,2,1,1,1,2,2,2,2,3,4,4,2,4,2,0,0.0
72149,0,Female,Loyal Customer,46,Business travel,Business,2415,2,3,3,3,2,2,2,2,2,4,4,2,1,2,21,53.0
72163,0,Male,Loyal Customer,62,Business travel,Eco,2006,2,1,1,1,2,2,2,2,2,2,3,1,4,2,88,74.0
72180,1,Male,Loyal Customer,60,Business travel,Business,2303,2,2,2,2,2,2,2,5,4,5,5,2,5,2,0,0.0
72249,1,Female,Loyal Customer,16,Business travel,Business,3361,3,3,3,3,2,2,2,2,5,2,5,4,5,2,0,0.0
72342,0,Female,Loyal Customer,58,Business travel,Eco,575,2,5,5,5,5,3,4,2,2,2,2,4,2,3,15,23.0
72343,0,Female,Loyal Customer,58,Business travel,Eco Plus,516,2,3,3,3,1,3,3,2,2,2,2,4,2,3,0,18.0
72358,0,Male,Loyal Customer,32,Business travel,Business,3022,2,4,4,4,2,2,2,2,1,1,3,3,3,2,16,26.0
72365,0,Female,Loyal Customer,16,Business travel,Business,3073,2,3,3,3,2,2,2,2,4,1,3,2,3,2,50,57.0
72469,0,Male,Loyal Customer,53,Business travel,Business,1483,2,3,3,3,4,3,3,2,2,2,2,4,2,1,0,0.0
72534,0,Male,Loyal Customer,50,Business travel,Business,1429,2,1,1,1,5,3,3,2,2,2,2,1,2,3,0,0.0
72579,1,Male,Loyal Customer,56,Business travel,Eco,1511,2,3,2,3,2,2,2,2,4,4,1,3,5,2,0,0.0
72591,0,Male,Loyal Customer,55,Business travel,Eco,2918,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,0.0
72606,0,Male,Loyal Customer,54,Business travel,Business,2675,2,2,2,2,2,4,3,2,2,2,2,1,2,3,0,0.0
72613,1,Male,Loyal Customer,31,Business travel,Business,2135,5,5,5,5,2,2,2,2,3,3,5,4,4,2,3,0.0
72644,0,Female,Loyal Customer,24,Business travel,Business,5121,2,5,5,5,2,2,2,2,3,5,4,2,3,2,1,0.0
72752,0,Female,Loyal Customer,54,Business travel,Eco,417,2,2,2,2,2,3,3,2,2,2,2,4,2,3,26,24.0
72794,0,Female,Loyal Customer,70,Business travel,Business,1112,2,2,2,2,4,3,3,2,2,2,2,2,2,2,0,0.0
72810,1,Male,Loyal Customer,44,Business travel,Business,3154,3,3,3,3,3,5,4,2,2,2,2,1,2,3,1,36.0
72815,0,Female,Loyal Customer,50,Business travel,Business,2574,2,5,5,5,4,3,4,2,2,2,2,4,2,4,4,12.0
72825,1,Male,Loyal Customer,43,Business travel,Business,1099,3,3,3,3,3,3,2,2,2,2,2,5,2,5,1,2.0
72887,0,Female,Loyal Customer,51,Business travel,Business,2789,2,1,3,1,2,2,3,2,2,2,2,3,2,3,42,38.0
72889,0,Female,Loyal Customer,75,Business travel,Business,1028,2,2,2,2,4,4,4,2,2,2,2,4,2,4,0,0.0
72967,0,Male,Loyal Customer,51,Business travel,Eco,2044,2,3,3,3,2,2,2,2,3,4,3,4,3,2,0,0.0
72986,0,Female,Loyal Customer,22,Business travel,Business,4821,2,3,3,3,2,2,2,2,1,5,4,3,3,2,129,122.0
73043,0,Male,Loyal Customer,50,Business travel,Eco,2215,2,4,4,4,2,2,2,2,2,1,3,4,3,2,18,24.0
73089,0,Male,Loyal Customer,19,Business travel,Business,4437,2,5,5,5,2,2,2,2,3,4,4,1,3,2,0,6.0
73091,0,Male,Loyal Customer,9,Business travel,Business,2355,2,3,3,3,2,2,2,2,1,1,4,1,4,2,8,0.0
73140,0,Male,Loyal Customer,49,Business travel,Eco Plus,2126,2,5,5,5,2,2,2,2,3,4,4,2,3,2,39,26.0
73156,1,Male,Loyal Customer,49,Business travel,Eco,1979,2,2,3,2,2,2,2,2,3,5,5,3,3,2,39,19.0
73176,1,Female,Loyal Customer,44,Business travel,Business,915,3,3,2,3,2,5,4,2,2,2,2,3,2,5,18,14.0
73197,0,Male,Loyal Customer,57,Business travel,Business,898,2,4,4,4,3,4,3,2,2,2,2,4,2,2,15,10.0
73244,0,Male,Loyal Customer,49,Business travel,Eco,1707,2,2,2,2,2,2,2,2,4,1,4,2,3,2,0,0.0
73258,1,Female,Loyal Customer,48,Business travel,Eco,507,2,3,3,3,4,5,3,2,2,2,2,3,2,3,0,0.0
73288,1,Female,Loyal Customer,57,Business travel,Business,2701,3,3,1,3,2,2,2,5,3,5,5,2,5,2,226,223.0
73337,0,Male,Loyal Customer,52,Business travel,Business,833,2,4,4,4,4,3,2,2,2,2,2,1,2,3,61,52.0
73379,1,Female,Loyal Customer,52,Business travel,Business,3189,5,5,5,5,2,5,5,2,2,2,2,4,2,3,12,4.0
73438,0,Female,Loyal Customer,35,Business travel,Business,3438,2,2,2,2,5,4,4,2,2,2,2,4,2,3,1,11.0
73442,0,Female,Loyal Customer,62,Business travel,Business,791,2,4,1,1,2,4,4,2,2,2,2,3,2,4,0,0.0
73454,0,Female,Loyal Customer,53,Business travel,Business,761,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,0.0
73472,0,Female,Loyal Customer,46,Business travel,Eco,872,2,3,3,3,4,3,2,2,2,2,2,3,2,2,0,11.0
73611,0,Male,Loyal Customer,28,Business travel,Business,4113,2,2,1,1,2,2,2,2,4,5,4,4,3,2,0,0.0
73704,0,Female,Loyal Customer,44,Business travel,Eco,459,2,5,5,5,4,4,3,2,2,2,2,4,2,4,0,0.0
73754,0,Female,Loyal Customer,16,Business travel,Business,1762,2,5,5,5,2,2,2,2,1,2,4,2,3,2,2,4.0
73790,0,Female,Loyal Customer,44,Business travel,Eco,2507,2,3,3,3,2,2,2,4,1,4,3,2,3,2,307,293.0
73847,0,Female,Loyal Customer,23,Business travel,Business,1577,2,4,4,4,2,2,2,2,3,1,4,3,4,2,22,14.0
73908,0,Male,Loyal Customer,42,Business travel,Eco,3633,2,4,2,4,2,2,2,2,3,3,1,2,3,2,0,0.0
73920,1,Female,Loyal Customer,42,Business travel,Eco,810,2,2,2,2,5,3,5,2,2,2,2,5,2,4,18,9.0
73974,0,Female,Loyal Customer,52,Business travel,Business,2597,2,4,4,4,5,3,3,2,2,2,2,3,2,1,0,0.0
73994,0,Female,Loyal Customer,32,Business travel,Business,4000,2,1,3,1,2,2,2,2,1,1,4,2,3,2,0,0.0
73995,0,Male,Loyal Customer,20,Business travel,Business,2998,2,3,3,3,2,2,2,2,3,3,4,1,4,2,0,32.0
74000,0,Female,Loyal Customer,38,Business travel,Business,577,2,2,2,2,2,2,3,2,2,2,2,1,2,3,0,0.0
74043,0,Female,Loyal Customer,41,Business travel,Eco Plus,409,2,3,3,3,2,4,4,2,2,2,2,3,2,4,0,0.0
74066,0,Female,Loyal Customer,28,Business travel,Business,1944,2,3,3,3,2,2,2,2,3,1,3,2,4,2,0,3.0
74068,1,Female,Loyal Customer,31,Business travel,Business,3964,4,4,5,4,2,2,2,2,1,2,3,3,4,2,4,0.0
74077,0,Female,Loyal Customer,34,Business travel,Business,1728,2,1,1,1,2,4,3,2,2,2,2,3,2,3,0,0.0
74086,0,Female,Loyal Customer,26,Business travel,Business,1970,2,5,5,5,2,2,2,2,1,4,4,1,4,2,0,2.0
74122,0,Male,Loyal Customer,40,Business travel,Eco,3044,2,4,4,4,2,2,2,2,4,2,2,1,3,2,29,27.0
74181,0,Female,Loyal Customer,46,Business travel,Business,3231,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0.0
74237,0,Male,Loyal Customer,39,Business travel,Eco,2456,2,4,4,4,2,2,2,2,3,4,2,3,2,2,13,8.0
74301,1,Female,Loyal Customer,40,Business travel,Business,471,4,4,4,4,3,4,5,2,2,2,2,3,2,5,0,0.0
74329,1,Female,Loyal Customer,38,Business travel,Eco,2075,2,5,5,5,2,2,2,2,1,1,5,2,4,2,0,0.0
74447,0,Female,Loyal Customer,53,Business travel,Business,3897,2,4,4,4,5,4,4,2,2,2,2,2,2,4,68,62.0
74498,0,Female,Loyal Customer,36,Business travel,Eco,1502,2,4,5,4,2,2,2,2,4,1,4,2,3,2,31,27.0
74513,0,Male,Loyal Customer,30,Business travel,Business,3547,2,2,2,2,2,2,2,2,4,4,3,4,4,2,14,5.0
74536,0,Female,Loyal Customer,27,Business travel,Business,3620,2,4,4,4,2,2,2,2,3,4,3,3,4,2,28,33.0
74642,0,Male,Loyal Customer,38,Business travel,Business,356,2,1,1,1,4,3,3,2,2,2,2,4,2,4,53,49.0
74659,0,Male,Loyal Customer,33,Business travel,Eco Plus,2261,2,3,3,3,2,2,2,2,3,1,2,1,3,2,0,4.0
74750,0,Male,Loyal Customer,31,Business travel,Eco Plus,2687,2,1,1,1,2,2,2,2,4,2,4,3,3,2,0,14.0
74756,0,Female,Loyal Customer,31,Business travel,Eco Plus,1167,2,2,4,4,2,2,2,2,2,1,4,4,4,2,49,36.0
74760,0,Female,Loyal Customer,31,Business travel,Eco,1465,2,2,2,2,2,2,2,2,1,1,3,1,4,2,2,0.0
74765,0,Female,Loyal Customer,59,Business travel,Business,1915,2,1,3,1,3,3,2,2,2,2,2,4,2,4,0,0.0
